,image_name,caption
2786,2880.png,four colorful figs
2787,1881.png,a person in black and white clothes and a black helmet is on a blue and black snowmobile
2788,6586.png,a brown and grey monkey
2789,3885.png,two pink and black reddish brown flowers
2790,2635.png,two white birds with red beaks
2791,4700.png,a brown chair
2792,0374.png,a man in white shirt and a white cap is holding a white and black and white and black object on the green grass
2793,1581.png,a pink and white doll with a pink comb and a pink comb
2794,3612.png,a green and brown pot
2795,1499.png,three yellow and black surf boards
2796,4205.png,two brown and white slices of brown bread
2797,5001.png,a brown and white rabbit
2798,1108.png,a white and red sign board with white characters on it
2799,0058.png,two brown and white deer
2800,6265.png,two brown and white and grey monkeys
2801,5142.png,a brown and white bird
2802,1704.png,three people riding motorbikes
2803,1991.png,two brown and white and grey animals
2804,2177.png,a group of people in red and white helmets
2805,0112.png,a brown dog and a black and brown dog
2806,6325.png,a white cup with black liquid in it
2807,5692.png,a brown and white and black dog
2808,6670.png,a green and yellow bird
2809,0456.png,a brown and white camel with a brown and black carriage
2810,5236.png,a brown and white rabbit
2811,3937.png,two white sailboats
2812,0423.png,a white and brown and black dog
2813,6062.png,a brown and white mushroom
2814,1777.png,a man in a black shirt and a woman in a black and white shirt
2815,5863.png,two black dogs
2816,3965.png,two brown and white dogs
2817,2139.png,a red and black insect on a green leaf
2818,2441.png,a white and brown dog with a red collar
2819,1557.png,a man in a white hat and a white hat
2820,1621.png,a woman in a blue and white and blue clothes is riding a yellow and black motorbike
2821,3477.png,a red telephone booth
2822,3560.png,two ducks with green beaks
2823,8043.png,a brown deer on dry grass
2824,4134.png,a brown snail on the hand
2825,6110.png,a white and brown mushroom
2826,2285.png,two blue windows
2827,4811.png,two brown goats
2828,6578.png,a yellow cup on a yellow plate
2829,5503.png,two brown monkeys
2830,4154.png,a brown and white frog on white snow
2831,0957.png,three white and orange pencils
2832,5550.png,a brown and white deer
2833,6371.png,a grey and brown squirrel
2834,1401.png,a man in yellow and black clothes and a black and yellow and grey helmet
2835,4421.png,two brown and black birds in the water
2836,2914.png,two people in black and brown clothes
2837,0898.png,a person in blue clothes
2838,5247.png,a black and orange butterfly with white spots
2839,5551.png,a blue and yellow and red boat
2840,2701.png,a child in pink shirt and a girl in pink shirt and a child in pink shirt are playing a yellow ball
2841,4505.png,two grey and brown turtles on green grass
2842,5495.png,a white and brown sheep on the green grass
2843,4261.png,two black and brown turtles
2844,5686.png,two brown boars
2845,1347.png,a brown elephant with a black hippo
2846,2457.png,a black and white snake with a black and white beak
2847,6072.png,a brown rabbit
2848,0389.png,a grey and white cat and a black and white cat
2849,5949.png,a brown dog with a red collar and a woman in white shirt
2850,6668.png,a brown deer on dry grass
2851,2497.png,a brown and black and white camel on green grass
2852,1225.png,a man and a woman riding brown horses on the green grassland
2853,4291.png,a white dog with a red ball
2854,4193.png,a brown and grey squirrel
2855,2795.png,two halved yellow and white slices of lemon
2856,5534.png,a brown and white and black horse
2857,1322.png,a white and black helicopter
2858,5614.png,two brown and white bears
2859,3054.png,a yellow and green car
2860,1868.png,a baby hippo beside a bigger hippo
2861,6224.png,a purple and green whale
2862,5251.png,a brown and black butterfly with white spots is on yellow flowers
2863,4759.png,a black and white sign board with white characters on it
2864,3335.png,two black and white birds with white beaks
2865,1092.png,a woman in pink shirt standing beside a green sign board with white characters on it
2866,0379.png,a man in grey shirt and a black hat with a brown and black horse
2867,6315.png,a person in blue and white clothes is riding a brown horse
2868,0597.png,a man in black suit and white clothes is holding a white ball
2869,1659.png,a woman in red shirt and a man in black shirt
2870,4409.png,two brown and white dogs
2871,4730.png,a brown and black elephant
2872,2709.png,a group of black and white birds with white beaks
2873,5535.png,a group of white and brown birds on the green grass
2874,3747.png,a brown dog with a black turtle on green grass
2875,1263.png,two brown bears
2876,6427.png,a grey and grey bird
2877,4269.png,three baseball players in red and white clothes and a white helmet are on the green grassland
2878,6376.png,a grey and brown and white rabbit
2879,4285.png,a brown and black snake on the sands
2880,2364.png,a man in grey shirt and a black hat riding a brown horse
2881,6513.png,two brown goats
2882,4068.png,three brown and black horses on the green grass
2883,6622.png,a white and blue cup with a blue pattern on it
2884,6365.png,a brown and white tiger
2885,1892.png,two black and white pigs
2886,4495.png,a man in yellow and green clothes and a yellow helmet is holding a black and yellow shovel
2887,4540.png,a yellow and blue and yellow train
2888,4137.png,a brown snail on the brown ground
2889,6504.png,a brown and black and white red panda
2890,5213.png,a brown rabbit on green grass
2891,5771.png,a white and grey bird
2892,1644.png,two brown and black dogs on green grass
2893,1154.png,two white and black buses
2894,1439.png,two grey and brown monkeys
2895,2698.png,two white birds
2896,6471.png,two brown pigs
2897,5595.png,a white and brown dog with a purple and blue collar
2898,6100.png,a brown and grey cat
2899,6327.png,a brown and white tiger with black markings
2900,8134.png,two white and brown goats
2901,4774.png,a glass bottle with a glass of wine beside a glass of red wine
2902,5483.png,a person in orange and blue clothes is skiing on the white snow
2903,0157.png,a big grey elephant and a big grey elephant
2904,5122.png,a brown and black insect on green plants
2905,5619.png,a grey and brown boat
2906,4920.png,a black and white dog beside a blue and white and blue and blue and white and blue object
2907,6036.png,a group of children
2908,2627.png,two women in blue and white clothes with a colorful sail
2909,0029.png,two brown goats on dry grass
2910,2729.png,a girl in blue clothes is holding a white ball on grass
2911,1555.png,two brown and black and white monkeys
2912,8125.png,a group of monkeys in green and yellow and black and yellow and black and brown clothes
2913,4494.png,a green plant
2914,5937.png,a man in grey shirt standing beside a brown camel
2915,1708.png,two brown and white and black cattle
2916,5127.png,a white and brown dog
2917,1934.png,a person in a black helmet is on a yellow and black snowmobile
2918,1479.png,two brown and white horses
2919,5748.png,a brown and white dog and a brown and white dog on grass
2920,5228.png,an orange flower
2921,1567.png,two brown and white and black black and white black and brown bears
2922,2936.png,a white object in blue water
2923,6509.png,a man in white shirt and a woman in black clothes sitting on a black bench
2924,3313.png,two brown and white and brown ducks
2925,1520.png,two black and brown bears
2926,0953.png,two pots on green grass
2927,3404.png,two white and brown objects
2928,6189.png,two brown and white boars
2929,1926.png,a brown snail on a green leaf
2930,8168.png,two brown boars
2931,5237.png,a brown and white rabbit
2932,0073.png,two white and pink balls on green grass
2933,3454.png,two white and pink and black tennis balls
2934,4323.png,a glass jar with a white lid and a silver lid
2935,8133.png,a bird on grass
2936,0397.png,two brown and white cats
2937,5695.png,a brown and black tiger
2938,8113.png,a monkey
2939,5457.png,yellow flowers
2940,5820.png,"three people in green and yellow and black clothes, and a man in grey coat, and a man in green and black clothes, and a black helmet and a black and white helmet, holding skis on the white snow"
2941,4170.png,three penguins
2942,6607.png,a white bowl of brown food
2943,0063.png,two brown statues
2944,7033.png,two brown birds on the ground
2945,1294.png,three white and brown sheep on green grass
2946,5252.png,a white and brown and brown monkey
2947,8017.png,a brown dog
2948,6316.png,a person in white helmet riding a brown horse
2949,5397.png,three brown and white mushrooms
2950,6705.png,a man in white hat and a woman in white clothes sitting on a bench
2951,1559.png,a brown and black dog eating from a bowl
2952,0444.png,a man in white shirt and a brown and black hat is riding a cart with two brown cattle
2953,1513.png,a man in grey shirt holding a black and grey hippo on grass
2954,0552.png,a man in white shirt riding a brown horse
2955,4445.png,a woman in blue shirt and a black and white and grey cap sitting on the sands
2956,4034.png,a brown snail shell
2957,6628.png,two brown monkeys
2958,1028.png,a brown basket with a brown and purple and purple and pink and yellow and purple flowers on it
2959,1797.png,two people in black and yellow and black helmets riding motorbikes
2960,5666.png,an orange orange and black insect
2961,0362.png,a group of people in blue and white clothes and a brown horse
2962,4766.png,three colorful jars
2963,2238.png,a blue house
2964,3077.png,two grey and white ducks with orange beaks
2965,5955.png,a black and brown butterfly with white spots is on pink flowers
